organization,linkedin,position,startDate,endDate,status,department,seniority,person_id
EKS&H,https://www.linkedin.com/company/eks&h,Advisory Intern,2013-05,2013-08,INACTIVE,Consulting,Junior,437
Airbus Helicopters,https://www.linkedin.com/company/airbusgroup,Sub-Manager Coordination & Planning,2012-01,,ACTIVE,Project Management,Lead,438
Airbus Helicopters,https://www.linkedin.com/company/airbusgroup,Sub-Manager Coordination & Planning,2012-01,,ACTIVE,Project Management,Lead,438
Airbus Helicopters,https://www.linkedin.com/company/airbusgroup,Project Manager,2009-04,2011-12,INACTIVE,Project Management,Professional,438
Blaser Group,https://www.linkedin.com/company/blaser-group,Geschäftsführer (CEO),2020-05,,ACTIVE,Other,Management,439
OBO Bettermann Group,https://www.linkedin.com/company/obobettermann,Geschäftsführer (COO),2013-01,2020-04,INACTIVE,Other,Management,439
Chartered Accountant Company (midsize),,Lawyer (Partner),2009-01,2012-12,INACTIVE,Other,Director,439
Chartered Accountant Company (midsize),,Lawyer (Associate),2003-01,2008-12,INACTIVE,Other,Junior,439
Van Dijk Tuinen,,Vakbekwaam Hovenier,2020-07,,ACTIVE,Other,Professional,440
RMS Radio Marketing Service GmbH & Co. KG,https://www.linkedin.com/company/rms-radio-marketing-service-gmbh-&-co-kg,Verkaufsmanager,2003-11,,ACTIVE,Sales,Professional,441
Concept Media,https://www.linkedin.com/company/concept-media,Account Dirctor,2000-04,2003-10,INACTIVE,Sales,Director,441
MediaVest Worldwide Inc.,https://www.linkedin.com/company/mediavest-worldwide-inc.,Mediaberater,1996-04,2000-03,INACTIVE,Marketing,Professional,441
Initiative Media GmbH,,Mediaplaner,1989-01,1996-03,INACTIVE,Marketing,Professional,441
Leopold-Franzens Universität Innsbruck,,Professor,,,UNKNOWN,Other,Professional,442
Kennesaw State University Norman J. Radow College of Humanities and Social Sciences,,Professor of French and Francophone Studies,2023-07,,ACTIVE,Other,Professional,443
Conseil International d'Études Francophones (CIEF),https://www.linkedin.com/company/conseil-international-d'-tudes-francophones-cief-,Co-Executive Director,2016-06,,ACTIVE,Other,Management,443
Kennesaw State University,,Senior Associate Dean & Professor of French,2003-08,2023-07,INACTIVE,Other,Professional,443
Kennesaw State University,,Assistant Professor of French,1996-08,2003-06,INACTIVE,Other,Professional,443
DB - DEUTSCHE BAHN AG,,HR Specialist Personnel Development,2012-05,,ACTIVE,Human Resources,Professional,444
Inno and Co,,Directeur,2025-03,,ACTIVE,Other,Director,445
Groupe SEB,https://www.linkedin.com/company/groupe-seb,Responsable SEBLab,2013-11,2025-03,INACTIVE,Other,Lead,445
Groupe SEB,https://www.linkedin.com/company/groupe-seb,Responsable Pôle Innovation Energie,2011-02,2016-02,INACTIVE,Other,Lead,445
Groupe SEB,https://www.linkedin.com/company/groupe-seb,Responsable Innovation,1996-06,2011-02,INACTIVE,Other,Lead,445
Groupe SEB,https://www.linkedin.com/company/groupe-seb,Chef de Projet Innovation,1992-06,1996-06,INACTIVE,Project Management,Lead,445
Bertin Technologies,https://www.linkedin.com/company/bertin-technologies,Responsable Industrialisation,1990-06,1992-06,INACTIVE,Other,Lead,445
Crouzet,https://www.linkedin.com/company/crouzet,Responsable Etudes mécaniques,1985-12,1990-06,INACTIVE,Other,Lead,445
Wow! Momo,https://www.linkedin.com/company/wow-momo,Senior Executive in L&D Department,2022-07,,ACTIVE,Human Resources,Senior,446
Reliance Retail,https://www.linkedin.com/company/reliance-retail,Store Manager,2021-01,2022-07,INACTIVE,Other,Professional,446
Reliance Retail,https://www.linkedin.com/company/reliance-retail,DEPARTMENT MANAGER,2021-01,2022-04,INACTIVE,Other,Lead,446
Vacon srl,,Finance and HR,1990-12,,ACTIVE,Other,Professional,447
"FZEY GmbH – Frohe Zukunft, ey!",https://www.linkedin.com/company/frohe-zukunft-ey,Geschäftsführer + Berater + Designer,2009-01,,ACTIVE,Other,Management,448
"FZEY GmbH – Frohe Zukunft, ey!",https://www.linkedin.com/company/frohe-zukunft-ey,Geschäftsführer,2005-01,,ACTIVE,Other,Management,448
Johann Wolfgang Goethe-Universität Frankfurt am Main,,PHD Student,2021-10,,ACTIVE,Other,Junior,449
Johann Wolfgang Goethe-Universität Frankfurt am Main,,Studentische Hilfskraft,2020-10,2021-08,INACTIVE,Other,Junior,449
EY,https://www.linkedin.com/company/ernstandyoung,Werkstudent,2018-10,2021-04,INACTIVE,Other,Junior,449
EY,https://www.linkedin.com/company/ernstandyoung,Praktikant,2018-08,2018-10,INACTIVE,Other,Junior,449
Goethe-Universität Frankfurt,,Student Tutor,2017-10,2019-08,INACTIVE,Other,Junior,449
PwC,https://www.linkedin.com/company/pwc,Werkstudent,2018-01,2018-07,INACTIVE,Other,Junior,449
PwC,https://www.linkedin.com/company/pwc,Praktikant,2017-08,2017-10,INACTIVE,Other,Junior,449
Sparkasse Oberhessen,https://www.linkedin.com/company/sparkasse-oberhessen,Assistent Firmenkundenberatung,2016-06,2016-09,INACTIVE,Sales,Junior,449
Sparkasse Oberhessen,https://www.linkedin.com/company/sparkasse-oberhessen,Kaufmännischer Auszubildender,2014-08,2016-06,INACTIVE,Administrative,Junior,449
Zürcher Hochschule der Künste,,Dozent,2013,,ACTIVE,Other,Professional,450
MetLife,https://www.linkedin.com/company/metlife,"AVP, Dental Quality & Clinical Oversight",2023-12,,ACTIVE,Other,Professional,451
LIBERTY Dental Plan,https://www.linkedin.com/company/libertydentalplan,National Senior Dental Director of Clinical Affairs & Analytics,2023-05,2023-12,INACTIVE,Other,Director,451
LIBERTY Dental Plan,https://www.linkedin.com/company/libertydentalplan,Dental Director- National Clinical Oversight,2022-03,2023-04,INACTIVE,Other,Director,451
LIBERTY Dental Plan,https://www.linkedin.com/company/libertydentalplan,Medicare Clinical Oversight,2021-07,2022-03,INACTIVE,Other,Professional,451
LIBERTY Dental Plan,https://www.linkedin.com/company/libertydentalplan,Dental Consultant,2020-06,2021-07,INACTIVE,Consulting,Professional,451
Sage,https://www.linkedin.com/company/sage-software,General Dentist,2020-08,2021-11,INACTIVE,Other,Professional,451
Dental Groups of New Jersey,,General Dentist,2013-09,2020-06,INACTIVE,Other,Professional,451
Great Expressions Dental Centers,https://www.linkedin.com/company/great-expressions-dental-centers,Dentist,2012-07,2013-07,INACTIVE,Other,Professional,451
Kick-Media AG,https://www.linkedin.com/company/kick-media-ag,Vorstandsvorsitzender der Kick-Media AG,2001-10,,ACTIVE,Other,Management,452
Carsat Sud-Est,https://www.linkedin.com/company/carsat-sud-est,Administrateur suppléant/ Membre des Commissions Marchés / Relations avec le Public / CTR2,2018-03,,ACTIVE,Other,Junior,453
ANCIENS COMBATTANTS ET VICTIMES DE GUERRE,https://www.linkedin.com/company/anciens-combattants-et-victimes-de-guerre,Assistant,2023-01,,ACTIVE,Administrative,Junior,453
IDRRIM,https://www.linkedin.com/company/idrrim,C O Gestion de Patrimoine d’infrastructures/ GT « stratégie de gestion des équipements de la route »,2018-10,2023-07,INACTIVE,Other,Lead,453
Groupe AFNOR,https://www.linkedin.com/company/afnor,membre du comité particulier NF Service 435,2017-02,2023-07,INACTIVE,Other,Professional,453
Fédération Régionale des Travaux Publics PACA,https://www.linkedin.com/company/fédération-régionale-des-travaux-publics-paca,Membre de la commission Prévention Sécurité/Membre de l'observatoire DT/DICT,2016-10,2023-07,INACTIVE,Other,Professional,453
Syndicat des Equipements de la Route,https://www.linkedin.com/company/syndicat-des-equipements-de-la-route,membre de la section Balisage Signalisation Temporaire /membre de la commission HSE,2015-05,2023-07,INACTIVE,Other,Professional,453
Miditraçage - Esvia,https://www.linkedin.com/company/miditracage-esvia,Chargé de missions,2002-03,2023-07,INACTIVE,Other,Professional,453
Armée de l’air et de l’espace,https://www.linkedin.com/company/armee-de-lair-et-de-lespace,Officier supèrieur,1980-12,2002-03,INACTIVE,Other,Senior,453
Neue Pressegesellschaft,https://www.linkedin.com/company/neue-pressegesellschaft,"Gesamtleiterin Personal, Mitglied der Geschäftsleitung",2018-04,,ACTIVE,Human Resources,Lead,454
WITTENSTEIN group,https://www.linkedin.com/company/wittenstein-group,Leiterin Personalentwicklung & Ausbildung,2014-04,2018-03,INACTIVE,Human Resources,Lead,454
WITTENSTEIN group,https://www.linkedin.com/company/wittenstein-group,Leiterin Ausbildung und Nachwuchsförderung,2013-11,2014-03,INACTIVE,Human Resources,Lead,454
i-em Institut für Entwicklung und Management,,"Geschäftsführung, selbstständige Beraterin und Trainerin",2010-01,2013-10,INACTIVE,Consulting,Management,454
Betriebswirtschaftliches Forschungsinstitut der Universität Bayreuth BF/M,,Geschäftsführung,2008-04,2009-12,INACTIVE,Other,Management,454
Betriebswirtschaftliches Forschungsinstitut der Universität Bayreuth BF/M,,"Wissenschaftliche Institutsassistentin, Doktorandin",2006-05,2008-03,INACTIVE,Other,Junior,454
BILTECH GmbH,https://www.linkedin.com/company/biltech-gmbh,Drehbuchautorin für Lernprogramme,2005-11,2006-04,INACTIVE,Other,Professional,454
Brötje Automation,,IT CAD Administrator / Ofice Organisation,,,UNKNOWN,Information Technology,Professional,455
The Strategy Group,,Partner,2015-12,,ACTIVE,Business Development,Management,456
US. Senate Democratic Policy and Communications Center,,Policy Director,2011,2012,INACTIVE,Other,Director,456
Democratic Senatorial Campaign Committee,https://www.linkedin.com/company/democratic-senatorial-campaign-committee,Research Director,2005,2008,INACTIVE,Other,Director,456
Democratic Congressional Campaign Committee,https://www.linkedin.com/company/dccc,Researcher,1999,2000,INACTIVE,Other,Professional,456
HOTEL - RESTAURANT L OURS DE MUTZIG,https://www.linkedin.com/company/hotel---restaurant-l-ours-de-mutzig,Responsable de salle,2025-01,,ACTIVE,Administrative,Lead,457
RESTAURANT L'ARCHIPEL,https://www.linkedin.com/company/restaurant-l'archipel,Maître d’hôtel,2024-02,2025-01,INACTIVE,Other,Professional,457
RESTAURANT L'ARCHIPEL,https://www.linkedin.com/company/restaurant-l'archipel,Chef de rang,2023-02,2024-02,INACTIVE,Other,Professional,457
Groupe eventail,,Maitre d’hotel Kieffer traiteur,2021-08,2023-02,INACTIVE,Administrative,Professional,457
Ville et Eurométropole de Strasbourg,https://www.linkedin.com/company/strasbourg-eurometropole,Employée service restauration,2021-02,2021-07,INACTIVE,Other,Professional,457
Amazon,https://www.linkedin.com/company/amazon,Manutentionnaire entrepôt,2020-11,2021-01,INACTIVE,Other,Professional,457
LA CORDE A LINGE,https://www.linkedin.com/company/la-corde-a-linge,Chef de rang,2020-07,2020-10,INACTIVE,Other,Professional,457
TRAITEUR PHILIPPE ROME,https://www.linkedin.com/company/traiteur-philippe-rome,Extra chez les traiteurs,2015-12,2020-02,INACTIVE,Other,Junior,457
Stagetech Veranstaltungstechnik,,Inhaber,,,UNKNOWN,Other,Management,458
JG BBW Bigge,,Industrieelektriker,2021-08,2023-06,INACTIVE,Information Technology,Professional,458
"Svendsen and Associates, LLC",,Special Education Advocate/Education Consultant,2025-01,,ACTIVE,Consulting,Professional,459
Embark Behavioral Health,https://www.linkedin.com/company/embarkbh,Director of School Relations and Contracts,2023-10,2024-09,INACTIVE,Other,Director,459
Calo Programs,https://www.linkedin.com/company/calo,Director of Professional Relations,2022-09,2023-10,INACTIVE,Other,Director,459
WANZENBERG AND ASSOCIATES LLC,https://www.linkedin.com/company/wanzenberg-and-associates-llc,Senior Consultant,2015-05,2022-08,INACTIVE,Consulting,Senior,459
Leyden High School District 212,https://www.linkedin.com/company/leyden-high-school-district-212,Special Education Administrator,2007-06,2015-06,INACTIVE,Administrative,Professional,459
Lyons Township High School District 204,,"Alternative School Director, Special Education Teacher",2002-06,2006-06,INACTIVE,Other,Director,459
NielsenIQ,https://www.linkedin.com/company/nielseniq,"elctrician ,",,,UNKNOWN,Other,Professional,460
GEMELLii Drinks GmbH,https://www.linkedin.com/company/gemellii-drinks-gmbh,CEO & Co-Founder,2017-03,,ACTIVE,Other,Management,461
Havas Media,https://www.linkedin.com/company/havas-media-network,Project Coordinator Finance,2013-02,,ACTIVE,Project Management,Lead,461
Colt Technology Services,https://www.linkedin.com/company/colt-technology-services,Collections Analyst Premium DE,2011-10,2013-01,INACTIVE,Other,Professional,461
Hewlett Packard,,Collections Analyst,2009-03,2010-03,INACTIVE,Other,Professional,461
Deloitte S2G,https://www.linkedin.com/company/deloitte,European Junior Team Member,2008-04,2009-02,INACTIVE,Other,Junior,461
UBS Deutschland AG,https://www.linkedin.com/company/ubs,Trainee Participant Client Advisor,2006-10,2007-02,INACTIVE,Consulting,Junior,461
Johannes-Diakonie Mosbach,,Bauprojektleiter,2023-01,,ACTIVE,Project Management,Lead,462
Johannes-Diakonie Mosbach,,"Projektleiter, Bau-+ Neubauprojekte",2023-01,,ACTIVE,Project Management,Lead,462
Fa. Jacobsen GmbH Brandschutz,,Projektleiter,2017-07,2022-12,INACTIVE,Project Management,Lead,462
Ziemer Brandschutztechnik GmbH,,Abteilungsleiter,2011-12,2017-06,INACTIVE,Other,Lead,462
Willy Vollak Isolierungen,,Bauleitender Monteur,1986,1998,INACTIVE,Information Technology,Lead,462
Motorex AG Langenthal,https://www.linkedin.com/company/motorex-ag-langenthal,Head of Strategic Purchasing,2008-06,2024-02,INACTIVE,Purchasing,Lead,463
Rhenus Lub GmbH & Co KG,,"Materials Manager, Director Strategic Purchasing",1996-04,2008-05,INACTIVE,Purchasing,Director,463
Aeroquip Baden-Baden,,Materials Manager,1991-07,1996-03,INACTIVE,Purchasing,Professional,463
Gutbrod GmbH,,Manager Production Planning,1990-04,1991-06,INACTIVE,Other,Professional,463
Corning Keramik Kaiserslautern,,Manager Logistics and Warehouse,1989-04,1990-03,INACTIVE,Other,Professional,463
Kalle Niederlassung der Hoechst AG,,"Production Engineer, Manager internal Logistics and Packaging",1985-01,1989-03,INACTIVE,Other,Professional,463
Michelin Reifenwerke,,Production engineer,1981-10,1984-12,INACTIVE,Other,Professional,463
Education nationale,https://www.linkedin.com/company/oiquem-sarl,"inspecteur général de l'éducation, du sport et de la recherche",,,UNKNOWN,Other,Professional,464
Stefan Wulff AB,,Owner,2010-12,,ACTIVE,Other,Management,465
Wordplay trycksaksproduktion,,Owner,2005-08,,ACTIVE,Other,Management,465
Batteri Kommunikation,,ACI - Adobe Certified Instructor,2010,2012,INACTIVE,Other,Professional,465
Ikea Communications,,Desktop Publisher,2008-03,2010-09,INACTIVE,Marketing,Professional,465
Klaive Kommunikation,https://www.linkedin.com/company/klaive-kommunikation,Originalare,2007,2009,INACTIVE,Marketing,Professional,465
Rönngard,,Frilans,2005,2006,INACTIVE,Other,Professional,465
Intellecta Duro,https://www.linkedin.com/company/intel-corporation,Originalare/Final artist,2000-09,2005-07,INACTIVE,Marketing,Professional,465
T5 Information,,Originalare/Final artist,1997-09,2000-08,INACTIVE,Marketing,Professional,465
IKEA Catalogue,https://www.linkedin.com/company/ikea,Fotografassistent,1996-01,1996-06,INACTIVE,Other,Junior,465
IKEA Catalogue,https://www.linkedin.com/company/ikea,Fotografassistent,1995-01,1995-06,INACTIVE,Other,Junior,465
Ingo Wolters,,Systemischer Berater für Organisationsentwicklung und Coach,2017-05,,ACTIVE,Consulting,Professional,466
Cosmetix West,https://www.linkedin.com/company/cosmetix-west,General Manager/Vice President of Planning,2010-05,,ACTIVE,Other,Management,467
Cosmetix West,https://www.linkedin.com/company/cosmetix-west,Key Account Manager,2005-04,2010-05,INACTIVE,Sales,Professional,467
Brian's Hardwood Floors,,General Manager,2002-01,2005-01,INACTIVE,Other,Management,467
Hallway Plumbing,,General Manager,1997-02,2002-03,INACTIVE,Other,Management,467
"Novartis, P&O Switzerland",,Senior Diversity & Inclusion Partner,2016-04,,ACTIVE,Human Resources,Senior,468
Novartis Pharma AG,https://www.linkedin.com/company/novartis,Communications Project Manager Cardio-Metabolic Franchise,2015-09,2016-03,INACTIVE,Project Management,Professional,468
Novartis Pharma AG,https://www.linkedin.com/company/novartis,Project Manager Development Communications,2009-04,2015-08,INACTIVE,Project Management,Professional,468
Novartis Pharmaceuticals,https://www.linkedin.com/company/novartis,"Senior Communications Manager, Rasilez",2001-06,2009-03,INACTIVE,Marketing,Senior,468
Weber Management Solutions,https://www.linkedin.com/company/weber-management-solutions,Managing Director,2020-05,,ACTIVE,Other,Management,469
Werimo Group,,Key Account / Project Manager,2021-12,,ACTIVE,Other,Lead,470
LTA Anlagentechnik GmbH,https://www.linkedin.com/company/lta-anlagentechnik-gmbh,Bereichsleiter Blechbearbeitung,2020-02,2021-11,INACTIVE,Other,Lead,470
LTA-Anlagentechnik GmbH,,Key-Account-Manager,2017-12,2020-02,INACTIVE,Sales,Professional,470
Lufthansa Technik Intercoat,https://www.linkedin.com/company/lufthansa-technik-intercoat,Sales Manager & Product Engineer,2013-10,2017-11,INACTIVE,Other,Professional,470
Lufthansa Technik Intercoat,https://www.linkedin.com/company/lufthansa-technik-intercoat,Product Engineer,2011-01,2013-10,INACTIVE,Information Technology,Professional,470
Bundeswehr,https://www.linkedin.com/company/bundeswehr,"Meister Fluggerät (MiG 29, EF2000)",1999-09,2007-09,INACTIVE,Other,Professional,470
Gemeinde Unterföhring,,Öffentlicher Angestellter,,,UNKNOWN,Administrative,Professional,471
Grubers Beckett,,Owner,2001-05,,ACTIVE,Other,Management,472
Klarna,https://www.linkedin.com/company/klarna,Senior Commercial Manager,2021-11,,ACTIVE,Sales,Senior,473
Brothers & Sisters Sverige AB,https://www.linkedin.com/company/brothers-sverige,Omni-channel & E-Commerce Manager at Brothers,2018-05,2021-11,INACTIVE,Marketing,Professional,473
XXL Sport & Villmark,https://www.linkedin.com/company/xxl,E-Commerce Manager,2016-02,2018-05,INACTIVE,Marketing,Professional,473
MnO International AB,https://www.linkedin.com/company/mno-international-ab,Export Manager - Under Armour,2014-01,2016-02,INACTIVE,Other,Professional,473
MnO International AB,https://www.linkedin.com/company/mno-international-ab,Business Area Manager,2013-06,2014-01,INACTIVE,Other,Professional,473
Intersport Sweden,https://www.linkedin.com/company/intersport-sweden,Category/Product manager,2007-09,2013-06,INACTIVE,Marketing,Professional,473
Intersport Sweden,https://www.linkedin.com/company/intersport-sweden,"Jr. Product manager ""Teamsport"" / Shoe coordinator",2007-01,2007-09,INACTIVE,Project Management,Junior,473
Intersport Sweden,https://www.linkedin.com/company/intersport-sweden,"Planner & sales ""Never out of stock""",2003-02,2007-01,INACTIVE,Sales,Professional,473
MIT network ag,,im (Un-)Ruhestand,,,UNKNOWN,Other,Professional,474
IAV,https://www.linkedin.com/company/iav-gmbh,Executive Vice President Connected Software Systems & Services,2021-04,,ACTIVE,Information Technology,Management,475
CARIAD,https://www.linkedin.com/company/cariad-tech,Head of Embedded Platform Development,2020-06,2021-03,INACTIVE,Information Technology,Lead,475
Volkswagen AG,https://www.linkedin.com/company/volkswagen-group,Head of Software,2018-09,2020-05,INACTIVE,Information Technology,Lead,475
Carmeq GmbH,https://www.linkedin.com/company/carmeq-gmbh,Head of Software Development,2006-01,2018-08,INACTIVE,Information Technology,Lead,475
Hausbank München eG,https://www.linkedin.com/company/hausbank-muenchen,"Abteilungsleiter Vertrieb, Dipl. Bankbetriebswirt Management (ADG)",2003-01,,ACTIVE,Sales,Lead,476
Sparda-Bank München eG,https://www.linkedin.com/company/sparda-bank-münchen-eg,Bankfachwirt,1998-11,2002-12,INACTIVE,Other,Professional,476
VR-Bank Werdenfels eG,https://www.linkedin.com/company/vr-werdenfels,Bankkaufmann,1994-09,1998-12,INACTIVE,Other,Professional,476
Continental,https://www.linkedin.com/company/continental,HR IT Consultant,2022-06,,ACTIVE,Consulting,Professional,477
Continental,https://www.linkedin.com/company/continental,IT Project Manager,2015-05,2022-06,INACTIVE,Project Management,Professional,477
Continental,https://www.linkedin.com/company/continental,Project Management Coach,2017-05,2018-05,INACTIVE,Project Management,Lead,477
Avanade,https://www.linkedin.com/company/avanade,Senior Analyst,2011-05,2015-04,INACTIVE,Other,Senior,477
HP Mid-market Solutions GmbH,,Business Intelligence Consultant,2008-10,2011-04,INACTIVE,Consulting,Professional,477
Sinosteel-Tech,,CEO,2013,,ACTIVE,Other,Management,478
SMS Siemag Technology Co. Ltd.,,Executive Vice President,2004,2012,INACTIVE,Other,Management,478
SMS Siemag AG,https://www.linkedin.com/company/sms_group,Vice President,2007,2011,INACTIVE,Other,Management,478
SMS Demag Automation and Service Co. Ltd.,,President,2002,2004,INACTIVE,Other,Management,478
SMS Demag - MCC Co. Ltd.,,General Manager,2000,2002,INACTIVE,Other,Management,478
Gemeente Arnhem,https://www.linkedin.com/company/gemeentearnhem,Bestuursassistent,2022-10,,ACTIVE,Administrative,Professional,479
fair trade GmbH,,Owner,,,UNKNOWN,Other,Management,480
instagrid,https://www.linkedin.com/company/instagrid,Senior Data Analyst,2023-11,,ACTIVE,Information Technology,Senior,481
Agent3,https://www.linkedin.com/company/agent3,Data Analyst,2023-06,2023-10,INACTIVE,Information Technology,Professional,481
dean&david Franchise GmbH,https://www.linkedin.com/company/dean-david-franchise-gmbh,Senior Managing Partner,2012-06,2022-09,INACTIVE,Business Development,Senior,481
Bon Secours Health System,https://www.linkedin.com/company/bon-secours-health-system,Scheduler,,,UNKNOWN,Administrative,Professional,482
Jönköping University ILO,,Tekniklektor,2018-01,,ACTIVE,Information Technology,Lead,483
Winkler Organisationsutveckling AB,,"Utbildare och konsult inom organisation, ledarskap och projektledning",1997,,ACTIVE,Consulting,Professional,483
Gamleby Träningscenter AB,,Ägare,2002,2007,INACTIVE,Other,Management,483
MBVV Consulting,,Verkställande direktör,1999,2002,INACTIVE,Other,Director,483
Amu International,,Utbildare inom pedagogik,1995,1997,INACTIVE,Consulting,Professional,483
AmuGruppen,,Utbildare och konsult,1990,1997,INACTIVE,Consulting,Professional,483
Irwin Mitchell,https://www.linkedin.com/company/irwin-mitchell,Trainee Solicitor,2025-03,,ACTIVE,Other,Junior,484
Irwin Mitchell,https://www.linkedin.com/company/irwin-mitchell,Trainee Solicitor,2023-08,2025-03,INACTIVE,Other,Junior,484
Anthony Collins Solicitors LLP,https://www.linkedin.com/company/anthony-collins-llp,Legal Assistant,2022-07,2023-06,INACTIVE,Other,Junior,484
Centrum UNEP/GRID-Warszawa,https://www.linkedin.com/company/unep-grid-warszawa,Intern,2021-08,2021-08,INACTIVE,Other,Junior,484
University of Birmingham Guild of Students,https://www.linkedin.com/company/guild-of-students-university-of-birmingham,Bartender,2019-02,2021-06,INACTIVE,Other,Professional,484
Green Caffè Nero,https://www.linkedin.com/company/green-caffe-nero,Barista,2018-07,2018-09,INACTIVE,Other,Professional,484
Rein EDV GmbH - Medisol,,Unternehmensinhaber,,,UNKNOWN,Other,Management,485
Reinvigorate Group,,Managing Director,2003-09,,ACTIVE,Other,Management,486
Qube Design Ltd.,,New Business Director,2000-06,2003-08,INACTIVE,Business Development,Director,486
Salzlandsparkasse,https://www.linkedin.com/company/salzlandsparkasse,Electronic Banking Spezialist,,,UNKNOWN,Other,Professional,487
Hermes EDV-Beratung,,EDI-Berater,,,UNKNOWN,Consulting,Professional,488
Verna,https://www.linkedin.com/company/verna_iceland,Chief Operating Officer,2020-05,,ACTIVE,Other,Management,489
VÍS Insurance Ltd (Vátryggingafélag Íslands),https://www.linkedin.com/company/vis-insurance-ltd-v-tryggingaf-lag-slands-,Procurement Manager,2017-09,2019-09,INACTIVE,Purchasing,Professional,489
VÍS Insurance Ltd (Vátryggingafélag Íslands),https://www.linkedin.com/company/vis-insurance-ltd-v-tryggingaf-lag-slands-,Manager motorclaims,2008-04,2017-09,INACTIVE,Other,Professional,489
VÍS Insurance Ltd (Vátryggingafélag Íslands),https://www.linkedin.com/company/vis-insurance-ltd-v-tryggingaf-lag-slands-,Claims Manager,2003,2008-04,INACTIVE,Other,Professional,489
VÍS Insurance Ltd (Vátryggingafélag Íslands),https://www.linkedin.com/company/vis-insurance-ltd-v-tryggingaf-lag-slands-,Manager marine,2000-05,2003-05,INACTIVE,Other,Professional,489
VÍS Insurance Ltd (Vátryggingafélag Íslands),https://www.linkedin.com/company/vis-insurance-ltd-v-tryggingaf-lag-slands-,Key Account Manager,1998-02,2000-04,INACTIVE,Sales,Professional,489
Bylgjan,,Radio Host,1989-02,2000-02,INACTIVE,Other,Professional,489
Selbständig,,Geschäftsführer Bergauer-Logistic,2001-04,,ACTIVE,Other,Management,490
Bergauer-Pharmalogistik e.K.,,Geschäftsführer,2012-01,,ACTIVE,Other,Management,490
Infosys,https://www.linkedin.com/company/infosys,Senior Technology Architect,2023-11,,ACTIVE,Information Technology,Senior,491
Infosys,https://www.linkedin.com/company/infosys,Technology Architect,2017-12,2024-03,INACTIVE,Information Technology,Senior,491
IBM,https://www.linkedin.com/company/ibm,Data Architect,2015-09,2017-10,INACTIVE,Information Technology,Professional,491
Mindtree Limited,,Senior Engineer,2010-04,2015-09,INACTIVE,Information Technology,Senior,491
Datamatics Global Services Limited,https://www.linkedin.com/company/datamatics,Associate Consultant,2007-04,2010-03,INACTIVE,Consulting,Junior,491
DB ProjektBau GmbH,https://www.linkedin.com/company/deutschebahn,Chief Executive Officer,,,UNKNOWN,Other,Management,492
InterContinental Hotels Group (IHG®),https://www.linkedin.com/company/ihghotels&resorts,Director Of Food And Beverage,2017-04,,ACTIVE,Other,Director,493
Huntingdon Valley Country Club,,Assistant General Manager,,,UNKNOWN,Other,Management,493
John Hancock,https://www.linkedin.com/company/john-hancock,Managing Sr. Underwriting Director,2025-03,,ACTIVE,Other,Senior,494
John Hancock,https://www.linkedin.com/company/john-hancock,Senior Underwriting Director,2024-07,2025-03,INACTIVE,Other,Director,494
Global Atlantic Financial Group,https://www.linkedin.com/company/global-atlantic-financial-group,"SVP, Chief Underwriter",2019-06,2023-12,INACTIVE,Other,Management,494
Lincoln Financial Group,https://www.linkedin.com/company/lincolnfinancial,"AVP, Associate Chief Underwriter",1999-03,2019-05,INACTIVE,Other,Management,494
Life of Virginia,https://www.linkedin.com/company/life-of-virginia,Brokerage Senior Underwriter,1997-09,1999-02,INACTIVE,Other,Senior,494
MassMutual,https://www.linkedin.com/company/massmutual-financial-group,Life Underwriter,1993-09,1996-09,INACTIVE,Other,Professional,494
msg global solutions,https://www.linkedin.com/company/msg-global,Head of Business Unit Finance | Executive Vice President,2023-06,,ACTIVE,Other,Lead,495
Capstone Consulting,https://www.linkedin.com/company/capstoneconsultingglobal,Managing Director,2022-11,2023-12,INACTIVE,Other,Management,495
ifb SE,https://www.linkedin.com/company/ifbse,Head of Strategic Markets,1997-05,2022-11,INACTIVE,Business Development,Lead,495
CBRE GWS GmbH,,Facility Coordinator CBRE GWS GmbH,2017-12,,ACTIVE,Administrative,Lead,496
ISS Facility Services,,Facility Coordinator,2017-12,,ACTIVE,Administrative,Lead,496
swisswindows AG,https://www.linkedin.com/company/swisswindows-ag,Projektleiter Fensterbau,,,UNKNOWN,Project Management,Lead,496
CCA Corporate Counsel Advisors,,Director,2025-02,,ACTIVE,Other,Director,497
Institute of Corporate Directors Malaysia (ICDM),https://www.linkedin.com/company/icdm-malaysia,Member,2020-01,,ACTIVE,Other,Professional,497
CHECK-6 SOLUTIONS LIMITED,https://www.linkedin.com/company/check-6-solutions-limited,Director,2019-12,2025-02,INACTIVE,Other,Director,497
OK3 Limited,,Director,2019-12,2025-02,INACTIVE,Other,Director,497
Check-6 International Inc.,https://www.linkedin.com/company/check-6-inc-,"Executive Vice President, General Counsel and Corporate Secretary",2015-11,2025-02,INACTIVE,Other,Management,497
Robert R Peters II PLLC,,Managing Partner,2012-11,2015-11,INACTIVE,Business Development,Management,497
Heroux Partners PLLC,,"Partner, Attorney",2011-10,2012-10,INACTIVE,Other,Management,497
"Jones, Gotcher & Bogan, P.C.",https://www.linkedin.com/company/jones-gotcher-&-bogan-p.c.,Partner/Director,1994-04,2011-10,INACTIVE,Business Development,Director,497
