organization,position,startDate,endDate,status,department,seniority,person_id,job_count,job_duration_years
Miditraçage - Esvia,Chargé de missions,2002-03,2023-07,INACTIVE,Other,Professional,453,8,21.34794520547945
Armée de l’air et de l’espace,Officier supèrieur,1980-12,2002-03,INACTIVE,Other,Senior,453,8,21.26027397260274
Neue Pressegesellschaft,"Gesamtleiterin Personal, Mitglied der Geschäftsleitung",2018-04,2025-12,ACTIVE,Human Resources,Lead,454,7,7.673972602739726
WITTENSTEIN group,Leiterin Personalentwicklung & Ausbildung,2014-04,2018-03,INACTIVE,Human Resources,Lead,454,7,3.9178082191780823
WITTENSTEIN group,Leiterin Ausbildung und Nachwuchsförderung,2013-11,2014-03,INACTIVE,Human Resources,Lead,454,7,0.3287671232876712
i-em Institut für Entwicklung und Management,"Geschäftsführung, selbstständige Beraterin und Trainerin",2010-01,2013-10,INACTIVE,Consulting,Management,454,7,3.750684931506849
Betriebswirtschaftliches Forschungsinstitut der Universität Bayreuth BF/M,Geschäftsführung,2008-04,2009-12,INACTIVE,Other,Management,454,7,1.6684931506849314
Betriebswirtschaftliches Forschungsinstitut der Universität Bayreuth BF/M,"Wissenschaftliche Institutsassistentin, Doktorandin",2006-05,2008-03,INACTIVE,Other,Junior,454,7,1.8356164383561644
BILTECH GmbH,Drehbuchautorin für Lernprogramme,2005-11,2006-04,INACTIVE,Other,Professional,454,7,0.4136986301369863
Brötje Automation,IT CAD Administrator / Ofice Organisation,2023-01,2025-12,ACTIVE,Information Technology,Professional,455,1,2.9178082191780823
The Strategy Group,Partner,2015-12,2025-12,ACTIVE,Business Development,Management,456,4,10.008219178082191
US. Senate Democratic Policy and Communications Center,Policy Director,2011-01,2012-01,INACTIVE,Other,Director,456,4,1.0
Democratic Senatorial Campaign Committee,Research Director,2005-01,2008-01,INACTIVE,Other,Director,456,4,3.0
Democratic Congressional Campaign Committee,Researcher,1999-01,2000-01,INACTIVE,Other,Professional,456,4,1.0
HOTEL - RESTAURANT L OURS DE MUTZIG,Responsable de salle,2025-01,2025-12,ACTIVE,Administrative,Lead,457,8,0.915068493150685
RESTAURANT L'ARCHIPEL,Maître d’hôtel,2024-02,2025-01,INACTIVE,Other,Professional,457,8,0.9178082191780822
RESTAURANT L'ARCHIPEL,Chef de rang,2023-02,2024-02,INACTIVE,Other,Professional,457,8,1.0
Groupe eventail,Maitre d’hotel Kieffer traiteur,2021-08,2023-02,INACTIVE,Administrative,Professional,457,8,1.5041095890410958
Ville et Eurométropole de Strasbourg,Employée service restauration,2021-02,2021-07,INACTIVE,Other,Professional,457,8,0.410958904109589
Amazon,Manutentionnaire entrepôt,2020-11,2021-01,INACTIVE,Other,Professional,457,8,0.16712328767123288
LA CORDE A LINGE,Chef de rang,2020-07,2020-10,INACTIVE,Other,Professional,457,8,0.25205479452054796
TRAITEUR PHILIPPE ROME,Extra chez les traiteurs,2015-12,2020-02,INACTIVE,Other,Junior,457,8,4.1726027397260275
JG BBW Bigge,Industrieelektriker,2021-08,2023-06,INACTIVE,Information Technology,Professional,458,1,1.832876712328767
"Svendsen and Associates, LLC",Special Education Advocate/Education Consultant,2025-01,2025-12,ACTIVE,Consulting,Professional,459,6,0.915068493150685
Embark Behavioral Health,Director of School Relations and Contracts,2023-10,2024-09,INACTIVE,Other,Director,459,6,0.9205479452054794
Calo Programs,Director of Professional Relations,2022-09,2023-10,INACTIVE,Other,Director,459,6,1.082191780821918
WANZENBERG AND ASSOCIATES LLC,Senior Consultant,2015-05,2022-08,INACTIVE,Consulting,Senior,459,6,7.257534246575342
Leyden High School District 212,Special Education Administrator,2007-06,2015-06,INACTIVE,Administrative,Professional,459,6,8.005479452054795
Lyons Township High School District 204,"Alternative School Director, Special Education Teacher",2002-06,2006-06,INACTIVE,Other,Director,459,6,4.002739726027397
NielsenIQ,"elctrician ,",2023-01,2025-12,ACTIVE,Other,Professional,460,1,2.9178082191780823
GEMELLii Drinks GmbH,CEO & Co-Founder,2017-03,2025-12,ACTIVE,Other,Management,461,6,8.758904109589041
Havas Media,Project Coordinator Finance,2013-02,2025-12,ACTIVE,Project Management,Lead,461,6,12.838356164383562
Colt Technology Services,Collections Analyst Premium DE,2011-10,2013-01,INACTIVE,Other,Professional,461,6,1.2547945205479452
Hewlett Packard,Collections Analyst,2009-03,2010-03,INACTIVE,Other,Professional,461,6,1.0
Deloitte S2G,European Junior Team Member,2008-04,2009-02,INACTIVE,Other,Junior,461,6,0.8383561643835616
UBS Deutschland AG,Trainee Participant Client Advisor,2006-10,2007-02,INACTIVE,Consulting,Junior,461,6,0.336986301369863
Johannes-Diakonie Mosbach,Bauprojektleiter,2023-01,2025-12,ACTIVE,Project Management,Lead,462,5,2.9178082191780823
Johannes-Diakonie Mosbach,"Projektleiter, Bau-+ Neubauprojekte",2023-01,2025-12,ACTIVE,Project Management,Lead,462,5,2.9178082191780823
Fa. Jacobsen GmbH Brandschutz,Projektleiter,2017-07,2022-12,INACTIVE,Project Management,Lead,462,5,5.421917808219178
Ziemer Brandschutztechnik GmbH,Abteilungsleiter,2011-12,2017-06,INACTIVE,Other,Lead,462,5,5.504109589041096
Willy Vollak Isolierungen,Bauleitender Monteur,1986-01,1998-01,INACTIVE,Information Technology,Lead,462,5,12.008219178082191
Motorex AG Langenthal,Head of Strategic Purchasing,2008-06,2024-02,INACTIVE,Purchasing,Lead,463,7,15.67945205479452
Rhenus Lub GmbH & Co KG,"Materials Manager, Director Strategic Purchasing",1996-04,2008-05,INACTIVE,Purchasing,Director,463,7,12.09041095890411
Aeroquip Baden-Baden,Materials Manager,1991-07,1996-03,INACTIVE,Purchasing,Professional,463,7,4.671232876712328
Gutbrod GmbH,Manager Production Planning,1990-04,1991-06,INACTIVE,Other,Professional,463,7,1.167123287671233
Corning Keramik Kaiserslautern,Manager Logistics and Warehouse,1989-04,1990-03,INACTIVE,Other,Professional,463,7,0.915068493150685
Kalle Niederlassung der Hoechst AG,"Production Engineer, Manager internal Logistics and Packaging",1985-01,1989-03,INACTIVE,Other,Professional,463,7,4.164383561643835
Michelin Reifenwerke,Production engineer,1981-10,1984-12,INACTIVE,Other,Professional,463,7,3.16986301369863
Education nationale,"inspecteur général de l'éducation, du sport et de la recherche",2023-01,2025-12,ACTIVE,Other,Professional,464,1,2.9178082191780823
Stefan Wulff AB,Owner,2010-12,2025-12,ACTIVE,Other,Management,465,10,15.01095890410959
Wordplay trycksaksproduktion,Owner,2005-08,2025-12,ACTIVE,Other,Management,465,10,20.34794520547945
Batteri Kommunikation,ACI - Adobe Certified Instructor,2010-01,2012-01,INACTIVE,Other,Professional,465,10,2.0
Ikea Communications,Desktop Publisher,2008-03,2010-09,INACTIVE,Marketing,Professional,465,10,2.504109589041096
Klaive Kommunikation,Originalare,2007-01,2009-01,INACTIVE,Marketing,Professional,465,10,2.0027397260273974
Rönngard,Frilans,2005-01,2006-01,INACTIVE,Other,Professional,465,10,1.0
Intellecta Duro,Originalare/Final artist,2000-09,2005-07,INACTIVE,Marketing,Professional,465,10,4.832876712328767
T5 Information,Originalare/Final artist,1997-09,2000-08,INACTIVE,Marketing,Professional,465,10,2.9178082191780823
IKEA Catalogue,Fotografassistent,1996-01,1996-06,INACTIVE,Other,Junior,465,10,0.41643835616438357
IKEA Catalogue,Fotografassistent,1995-01,1995-06,INACTIVE,Other,Junior,465,10,0.4136986301369863
Ingo Wolters,Systemischer Berater für Organisationsentwicklung und Coach,2017-05,2025-12,ACTIVE,Consulting,Professional,466,1,8.591780821917808
Cosmetix West,General Manager/Vice President of Planning,2010-05,2025-12,ACTIVE,Other,Management,467,4,15.597260273972603
Cosmetix West,Key Account Manager,2005-04,2010-05,INACTIVE,Sales,Professional,467,4,5.0849315068493155
Brian's Hardwood Floors,General Manager,2002-01,2005-01,INACTIVE,Other,Management,467,4,3.0027397260273974
Hallway Plumbing,General Manager,1997-02,2002-03,INACTIVE,Other,Management,467,4,5.079452054794521
"Novartis, P&O Switzerland",Senior Diversity & Inclusion Partner,2016-04,2025-12,ACTIVE,Human Resources,Senior,468,4,9.673972602739726
Novartis Pharma AG,Communications Project Manager Cardio-Metabolic Franchise,2015-09,2016-03,INACTIVE,Project Management,Professional,468,4,0.4986301369863014
Novartis Pharma AG,Project Manager Development Communications,2009-04,2015-08,INACTIVE,Project Management,Professional,468,4,6.336986301369863
Novartis Pharmaceuticals,"Senior Communications Manager, Rasilez",2001-06,2009-03,INACTIVE,Marketing,Senior,468,4,7.7534246575342465
Weber Management Solutions,Managing Director,2020-05,2025-12,ACTIVE,Other,Management,469,1,5.589041095890411
Werimo Group,Key Account / Project Manager,2021-12,2025-12,ACTIVE,Other,Lead,470,6,4.002739726027397
LTA Anlagentechnik GmbH,Bereichsleiter Blechbearbeitung,2020-02,2021-11,INACTIVE,Other,Lead,470,6,1.7506849315068493
LTA-Anlagentechnik GmbH,Key-Account-Manager,2017-12,2020-02,INACTIVE,Sales,Professional,470,6,2.16986301369863
Lufthansa Technik Intercoat,Sales Manager & Product Engineer,2013-10,2017-11,INACTIVE,Other,Professional,470,6,4.087671232876712
Lufthansa Technik Intercoat,Product Engineer,2011-01,2013-10,INACTIVE,Information Technology,Professional,470,6,2.750684931506849
Bundeswehr,"Meister Fluggerät (MiG 29, EF2000)",1999-09,2007-09,INACTIVE,Other,Professional,470,6,8.005479452054795
Gemeinde Unterföhring,Öffentlicher Angestellter,2023-01,2025-12,ACTIVE,Administrative,Professional,471,1,2.9178082191780823
Grubers Beckett,Owner,2001-05,2025-12,ACTIVE,Other,Management,472,1,24.602739726027398
Klarna,Senior Commercial Manager,2021-11,2025-12,ACTIVE,Sales,Senior,473,8,4.0849315068493155
Brothers & Sisters Sverige AB,Omni-channel & E-Commerce Manager at Brothers,2018-05,2021-11,INACTIVE,Marketing,Professional,473,8,3.506849315068493
XXL Sport & Villmark,E-Commerce Manager,2016-02,2018-05,INACTIVE,Marketing,Professional,473,8,2.2465753424657535
MnO International AB,Export Manager - Under Armour,2014-01,2016-02,INACTIVE,Other,Professional,473,8,2.084931506849315
MnO International AB,Business Area Manager,2013-06,2014-01,INACTIVE,Other,Professional,473,8,0.5863013698630137
Intersport Sweden,Category/Product manager,2007-09,2013-06,INACTIVE,Marketing,Professional,473,8,5.7534246575342465
Intersport Sweden,"Jr. Product manager ""Teamsport"" / Shoe coordinator",2007-01,2007-09,INACTIVE,Project Management,Junior,473,8,0.6657534246575343
Intersport Sweden,"Planner & sales ""Never out of stock""",2003-02,2007-01,INACTIVE,Sales,Professional,473,8,3.9178082191780823
MIT network ag,im (Un-)Ruhestand,2023-01,2025-12,ACTIVE,Other,Professional,474,1,2.9178082191780823
IAV,Executive Vice President Connected Software Systems & Services,2021-04,2025-12,ACTIVE,Information Technology,Management,475,4,4.671232876712328
CARIAD,Head of Embedded Platform Development,2020-06,2021-03,INACTIVE,Information Technology,Lead,475,4,0.7479452054794521
Volkswagen AG,Head of Software,2018-09,2020-05,INACTIVE,Information Technology,Lead,475,4,1.6657534246575343
Carmeq GmbH,Head of Software Development,2006-01,2018-08,INACTIVE,Information Technology,Lead,475,4,12.58904109589041
Hausbank München eG,"Abteilungsleiter Vertrieb, Dipl. Bankbetriebswirt Management (ADG)",2003-01,2025-12,ACTIVE,Sales,Lead,476,3,22.931506849315067
Sparda-Bank München eG,Bankfachwirt,1998-11,2002-12,INACTIVE,Other,Professional,476,3,4.0849315068493155
VR-Bank Werdenfels eG,Bankkaufmann,1994-09,1998-12,INACTIVE,Other,Professional,476,3,4.252054794520548
Continental,HR IT Consultant,2022-06,2025-12,ACTIVE,Consulting,Professional,477,5,3.504109589041096
Continental,IT Project Manager,2015-05,2022-06,INACTIVE,Project Management,Professional,477,5,7.090410958904109
Continental,Project Management Coach,2017-05,2018-05,INACTIVE,Project Management,Lead,477,5,1.0
Avanade,Senior Analyst,2011-05,2015-04,INACTIVE,Other,Senior,477,5,3.9205479452054797
HP Mid-market Solutions GmbH,Business Intelligence Consultant,2008-10,2011-04,INACTIVE,Consulting,Professional,477,5,2.4986301369863013
Sinosteel-Tech,CEO,2013-01,2025-12,ACTIVE,Other,Management,478,5,12.923287671232877
SMS Siemag Technology Co. Ltd.,Executive Vice President,2004-01,2012-01,INACTIVE,Other,Management,478,5,8.005479452054795
SMS Siemag AG,Vice President,2007-01,2011-01,INACTIVE,Other,Management,478,5,4.002739726027397
SMS Demag Automation and Service Co. Ltd.,President,2002-01,2004-01,INACTIVE,Other,Management,478,5,2.0
SMS Demag - MCC Co. Ltd.,General Manager,2000-01,2002-01,INACTIVE,Other,Management,478,5,2.0027397260273974
Gemeente Arnhem,Bestuursassistent,2022-10,2025-12,ACTIVE,Administrative,Professional,479,1,3.16986301369863
fair trade GmbH,Owner,2023-01,2025-12,ACTIVE,Other,Management,480,1,2.9178082191780823
instagrid,Senior Data Analyst,2023-11,2025-12,ACTIVE,Information Technology,Senior,481,3,2.084931506849315
Agent3,Data Analyst,2023-06,2023-10,INACTIVE,Information Technology,Professional,481,3,0.33424657534246577
dean&david Franchise GmbH,Senior Managing Partner,2012-06,2022-09,INACTIVE,Business Development,Senior,481,3,10.257534246575343
Bon Secours Health System,Scheduler,2023-01,2025-12,ACTIVE,Administrative,Professional,482,1,2.9178082191780823
Jönköping University ILO,Tekniklektor,2018-01,2025-12,ACTIVE,Information Technology,Lead,483,6,7.920547945205479
Winkler Organisationsutveckling AB,"Utbildare och konsult inom organisation, ledarskap och projektledning",1997-01,2025-12,ACTIVE,Consulting,Professional,483,6,28.934246575342467
Gamleby Träningscenter AB,Ägare,2002-01,2007-01,INACTIVE,Other,Management,483,6,5.002739726027397
MBVV Consulting,Verkställande direktör,1999-01,2002-01,INACTIVE,Other,Director,483,6,3.0027397260273974
Amu International,Utbildare inom pedagogik,1995-01,1997-01,INACTIVE,Consulting,Professional,483,6,2.0027397260273974
AmuGruppen,Utbildare och konsult,1990-01,1997-01,INACTIVE,Consulting,Professional,483,6,7.005479452054795
Irwin Mitchell,Trainee Solicitor,2025-03,2025-12,ACTIVE,Other,Junior,484,6,0.7534246575342466
Irwin Mitchell,Trainee Solicitor,2023-08,2025-03,INACTIVE,Other,Junior,484,6,1.5835616438356164
Anthony Collins Solicitors LLP,Legal Assistant,2022-07,2023-06,INACTIVE,Other,Junior,484,6,0.9178082191780822
Centrum UNEP/GRID-Warszawa,Intern,2021-08,2021-08,INACTIVE,Other,Junior,484,6,0.0
University of Birmingham Guild of Students,Bartender,2019-02,2021-06,INACTIVE,Other,Professional,484,6,2.3315068493150686
Green Caffè Nero,Barista,2018-07,2018-09,INACTIVE,Other,Professional,484,6,0.16986301369863013
Rein EDV GmbH - Medisol,Unternehmensinhaber,2023-01,2025-12,ACTIVE,Other,Management,485,1,2.9178082191780823
Reinvigorate Group,Managing Director,2003-09,2025-12,ACTIVE,Other,Management,486,2,22.265753424657536
Qube Design Ltd.,New Business Director,2000-06,2003-08,INACTIVE,Business Development,Director,486,2,3.1671232876712327
Salzlandsparkasse,Electronic Banking Spezialist,2023-01,2025-12,ACTIVE,Other,Professional,487,1,2.9178082191780823
Hermes EDV-Beratung,EDI-Berater,2023-01,2025-12,ACTIVE,Consulting,Professional,488,1,2.9178082191780823
Verna,Chief Operating Officer,2020-05,2025-12,ACTIVE,Other,Management,489,7,5.589041095890411
VÍS Insurance Ltd (Vátryggingafélag Íslands),Procurement Manager,2017-09,2019-09,INACTIVE,Purchasing,Professional,489,7,2.0
VÍS Insurance Ltd (Vátryggingafélag Íslands),Manager motorclaims,2008-04,2017-09,INACTIVE,Other,Professional,489,7,9.424657534246576
VÍS Insurance Ltd (Vátryggingafélag Íslands),Claims Manager,2003-01,2008-04,INACTIVE,Other,Professional,489,7,5.252054794520548
VÍS Insurance Ltd (Vátryggingafélag Íslands),Manager marine,2000-05,2003-05,INACTIVE,Other,Professional,489,7,3.0
VÍS Insurance Ltd (Vátryggingafélag Íslands),Key Account Manager,1998-02,2000-04,INACTIVE,Sales,Professional,489,7,2.164383561643836
Bylgjan,Radio Host,1989-02,2000-02,INACTIVE,Other,Professional,489,7,11.005479452054795
Selbständig,Geschäftsführer Bergauer-Logistic,2001-04,2025-12,ACTIVE,Other,Management,490,2,24.684931506849313
Bergauer-Pharmalogistik e.K.,Geschäftsführer,2012-01,2025-12,ACTIVE,Other,Management,490,2,13.926027397260274
Infosys,Senior Technology Architect,2023-11,2025-12,ACTIVE,Information Technology,Senior,491,5,2.084931506849315
Infosys,Technology Architect,2017-12,2024-03,INACTIVE,Information Technology,Senior,491,5,6.252054794520548
IBM,Data Architect,2015-09,2017-10,INACTIVE,Information Technology,Professional,491,5,2.084931506849315
Mindtree Limited,Senior Engineer,2010-04,2015-09,INACTIVE,Information Technology,Senior,491,5,5.421917808219178
Datamatics Global Services Limited,Associate Consultant,2007-04,2010-03,INACTIVE,Consulting,Junior,491,5,2.9178082191780823
DB ProjektBau GmbH,Chief Executive Officer,2023-01,2025-12,ACTIVE,Other,Management,492,1,2.9178082191780823
InterContinental Hotels Group (IHG®),Director Of Food And Beverage,2017-04,2025-12,ACTIVE,Other,Director,493,1,8.673972602739726
John Hancock,Managing Sr. Underwriting Director,2025-03,2025-12,ACTIVE,Other,Senior,494,6,0.7534246575342466
John Hancock,Senior Underwriting Director,2024-07,2025-03,INACTIVE,Other,Director,494,6,0.6657534246575343
Global Atlantic Financial Group,"SVP, Chief Underwriter",2019-06,2023-12,INACTIVE,Other,Management,494,6,4.504109589041096
Lincoln Financial Group,"AVP, Associate Chief Underwriter",1999-03,2019-05,INACTIVE,Other,Management,494,6,20.18082191780822
Life of Virginia,Brokerage Senior Underwriter,1997-09,1999-02,INACTIVE,Other,Senior,494,6,1.4191780821917808
MassMutual,Life Underwriter,1993-09,1996-09,INACTIVE,Other,Professional,494,6,3.0027397260273974
msg global solutions,Head of Business Unit Finance | Executive Vice President,2023-06,2025-12,ACTIVE,Other,Lead,495,3,2.504109589041096
Capstone Consulting,Managing Director,2022-11,2023-12,INACTIVE,Other,Management,495,3,1.082191780821918
ifb SE,Head of Strategic Markets,1997-05,2022-11,INACTIVE,Business Development,Lead,495,3,25.52054794520548
CBRE GWS GmbH,Facility Coordinator CBRE GWS GmbH,2017-12,2025-12,ACTIVE,Administrative,Lead,496,2,8.005479452054795
ISS Facility Services,Facility Coordinator,2017-12,2025-12,ACTIVE,Administrative,Lead,496,2,8.005479452054795
CCA Corporate Counsel Advisors,Director,2025-02,2025-12,ACTIVE,Other,Director,497,8,0.8301369863013699
Institute of Corporate Directors Malaysia (ICDM),Member,2020-01,2025-12,ACTIVE,Other,Professional,497,8,5.920547945205479
CHECK-6 SOLUTIONS LIMITED,Director,2019-12,2025-02,INACTIVE,Other,Director,497,8,5.175342465753425
OK3 Limited,Director,2019-12,2025-02,INACTIVE,Other,Director,497,8,5.175342465753425
Check-6 International Inc.,"Executive Vice President, General Counsel and Corporate Secretary",2015-11,2025-02,INACTIVE,Other,Management,497,8,9.26027397260274
Robert R Peters II PLLC,Managing Partner,2012-11,2015-11,INACTIVE,Business Development,Management,497,8,3.0
Heroux Partners PLLC,"Partner, Attorney",2011-10,2012-10,INACTIVE,Other,Management,497,8,1.0027397260273974
"Jones, Gotcher & Bogan, P.C.",Partner/Director,1994-04,2011-10,INACTIVE,Business Development,Director,497,8,17.512328767123286
Brunswick Group,Associate,2021-10,2025-12,ACTIVE,Other,Junior,498,8,4.16986301369863
CDU Deutschlands,Spezialist für strategische Kommunikation,2017-04,2021-10,INACTIVE,Marketing,Professional,498,8,4.504109589041096
CDU Deutschlands,Projektleiter „Verständliche Sprache/Framing/Botschaftenmanagement“,2012-04,2021-10,INACTIVE,Project Management,Lead,498,8,9.506849315068493
CDU Deutschlands,Teamleiter „Kampagnenplanung und Strategische Kommunikation“,2014-09,2017-04,INACTIVE,Marketing,Lead,498,8,2.5835616438356164
CDU Deutschlands,Referent Politische Kommunikation,2007-04,2014-08,INACTIVE,Marketing,Professional,498,8,7.33972602739726
Nachrichtenagentur ddp,Volontär,2005-07,2007-03,INACTIVE,Other,Junior,498,8,1.6657534246575343
Altana AG/Herbert-Quandt-Stiftung,Wissenschaftlicher Mitarbeiter der Berliner Konzernrepräsentanz,2003-02,2005-06,INACTIVE,Other,Professional,498,8,2.3315068493150686
BILD ZEITUNG Axel Springer Verlag u. a.,Freier Journalist,1997-06,2005-06,INACTIVE,Other,Professional,498,8,8.005479452054795
Action Sales Food Service Equipment & Supplies,Buyer,2021-11,2025-12,ACTIVE,Purchasing,Professional,499,4,4.0849315068493155
Grocery Outlet,Department Lead and Replenishment Buyer,2021-01,2021-11,INACTIVE,Purchasing,Lead,499,4,0.8328767123287671
Houdini Wine Country Gift Baskets,Excel Order Form Specialist,2020-11,2021-01,INACTIVE,Administrative,Professional,499,4,0.16712328767123288
North American Tile,Order Entry,2016-07,2018-11,INACTIVE,Administrative,Professional,499,4,2.336986301369863
Selbstständig,Radiologe,2023-01,2025-12,ACTIVE,Other,Professional,500,1,2.9178082191780823
Leatherman Tool Group,Warranty Service Specialist,2020-10,2025-12,ACTIVE,Customer Support,Professional,501,3,5.16986301369863
Hugo Frauenhof GmbH,Logistiker,2008-03,2020-10,INACTIVE,Other,Professional,501,3,12.594520547945205
Georg Fischer,Betriebliche Ausbildung,1998-09,2001-01,INACTIVE,Other,Junior,501,3,2.336986301369863
Cognizant,HR - Talent Manager,2015-03,2025-12,ACTIVE,Human Resources,Professional,502,5,10.761643835616438
Cognizant,Learning Executive,2013-03,2015-03,INACTIVE,Human Resources,Professional,502,5,2.0
Cognizant,Senior Systems Engineer,2011-02,2013-03,INACTIVE,Information Technology,Senior,502,5,2.0794520547945203
Freelance,Freelance Photographer,2011-12,2025-12,ACTIVE,Other,Professional,502,5,14.01095890410959
CSS Corp,Support Engineer,2008-07,2011-02,INACTIVE,Customer Support,Professional,502,5,2.589041095890411
vialytics,Senior Director of Sales & SDR Germany,2025-01,2025-12,ACTIVE,Sales,Director,503,6,0.915068493150685
vialytics,Director of Sales & SDR Germany,2023-07,2025-12,ACTIVE,Sales,Director,503,6,2.421917808219178
Tiba Projektservice GmbH,Business-Manager,2023-03,2023-07,INACTIVE,Other,Professional,503,6,0.33424657534246577
BBGA GmbH,Geschäftsleiter & Prokurist,2020-09,2023-03,INACTIVE,Other,Lead,503,6,2.495890410958904
hitcom gmbh,Prokurist und Mitglied der Geschäftsleitung,2016-03,2020-09,INACTIVE,Other,Management,503,6,4.506849315068493
Leber Hygiene-Service GmbH,Leitende Stelle Marketing & Vertrieb,1999-03,2016-03,INACTIVE,Marketing,Lead,503,6,17.013698630136986
Grosvenor Capital Management,Investment Associate,2008-08,2011-08,INACTIVE,Other,Junior,504,4,3.0
Wells Capital Management,Richard Weiss Investment Team Intern,2007-04,2008-01,INACTIVE,Other,Junior,504,4,0.7534246575342466
Wells Capital Management,Operations Clerk,2006-06,2007-03,INACTIVE,Administrative,Junior,504,4,0.7479452054794521
JPMorgan Chase,Teller,2005-08,2006-01,INACTIVE,Administrative,Professional,504,4,0.4191780821917808
GLS,Addetto alla logistica,2022-08,2025-12,ACTIVE,Other,Professional,505,1,3.336986301369863
Xsenses GmbH,CEO,2020-10,2025-12,ACTIVE,Other,Management,506,1,5.16986301369863
"chunghwa Telecom co.,Ltd",Senior director,2023-01,2025-12,ACTIVE,Other,Director,507,1,2.9178082191780823
PPD,Assistant Clinical Research Associate,2023-06,2025-12,ACTIVE,Other,Junior,508,7,2.504109589041096
Greeneeng,Chief Operating Officer,2019-01,2025-12,ACTIVE,Other,Management,508,7,6.920547945205479
AniCura Tierklinik Thun,Assistant Vet.med,2020-08,2023-05,INACTIVE,Other,Junior,508,7,2.747945205479452
AniCura Tierklinik Thun,Student Assistant Vet.med,2018-12,2022-10,INACTIVE,Other,Junior,508,7,3.835616438356164
Schul- und Sportanlage Gotthelf,Janitor,2008-04,2023-05,INACTIVE,Administrative,Professional,508,7,15.09041095890411
Tierpark Dählhölzli,Information Specialist,2016-04,2021-10,INACTIVE,Information Technology,Professional,508,7,5.504109589041096
Swiss Military,Spotter,2012-02,2018-09,INACTIVE,Other,Professional,508,7,6.586301369863014
eccoform production GmbH,Office Administrator,2011-08,2025-12,ACTIVE,Administrative,Professional,509,5,14.345205479452055
eccoform production GmbH,Reinigungskraft,2008-04,2011-07,INACTIVE,Administrative,Professional,509,5,3.249315068493151
Fachhandel Ehses,Office Administrator,2020-06,2021-08,INACTIVE,Administrative,Professional,509,5,1.167123287671233
Landhaus Kuntz,Büromanagement,2007-11,2009-03,INACTIVE,Administrative,Professional,509,5,1.3315068493150686
Bungert oHG,Bürokauffrau,2006-08,2007-11,INACTIVE,Administrative,Professional,509,5,1.252054794520548
DEWESoft Deutschland GmbH,Regionaler Vertriebsleiter,2013-03,2025-12,ACTIVE,Sales,Lead,510,4,12.761643835616438
DEWETRON GmbH,Sales Manager,2002-10,2013-02,INACTIVE,Sales,Professional,510,4,10.345205479452055
ADM ADM Messtechnik,Sales Manager,1999-01,2002-09,INACTIVE,Sales,Professional,510,4,3.6684931506849314
ZSW Stuttgart,Technisch-wissenschaftlicher Mitarbeiter,1998-06,1998-12,INACTIVE,Information Technology,Professional,510,4,0.5013698630136987
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,Portfolio Manager,2022-01,2025-12,ACTIVE,Other,Professional,511,6,3.9178082191780823
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,Project Manager,2020-01,2020-12,INACTIVE,Project Management,Professional,511,6,0.9178082191780822
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,Team Leader,2016-08,2019-12,INACTIVE,Other,Lead,511,6,3.334246575342466
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,Project Manager,2010-11,2016-05,INACTIVE,Project Management,Professional,511,6,5.501369863013698
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,Technical Advisor,2006-09,2010-11,INACTIVE,Consulting,Professional,511,6,4.16986301369863
GTZ,Intern,2004-10,2005-04,INACTIVE,Other,Junior,511,6,0.4986301369863014
Innocard Loyalty AG,Inhaber,2024-05,2025-12,ACTIVE,Other,Management,512,1,1.5863013698630137
"TTI, Inc. - Europe",Technical Development Manager - Interconnect,2024-10,2025-12,ACTIVE,Information Technology,Professional,513,7,1.167123287671233
Nice News Coming Soon,"Next update coming on October 1, 2024",2024-07,2024-10,INACTIVE,Other,Professional,513,7,0.25205479452054796
Avnet Abacus,Senior Field Application Engineer,2021-06,2024-07,INACTIVE,Sales,Senior,513,7,3.084931506849315
Avnet Abacus,Senior Business Development Manager - Emech for Germany South-West & Switzerland,2018-01,2021-01,INACTIVE,Business Development,Senior,513,7,3.0027397260273974
Avnet Abacus,Business Development Manager - Interconnect & Cable Assembly´s,2012-01,2018-01,INACTIVE,Business Development,Professional,513,7,6.005479452054795
Avnet Abacus,Produktspezialist - Interconnect,2009-01,2018-01,INACTIVE,Other,Professional,513,7,9.005479452054795
Deltrona / Deltron GmbH,Produktspezialist - Interconnect,2002-01,2009-01,INACTIVE,Other,Professional,513,7,7.005479452054795
Wälchli und Partner AG,Partner und VRP,2001-06,2025-12,ACTIVE,Business Development,Management,514,2,24.517808219178082
Wälchli & Partner AG,dipl. Bauingenieur FH/STV,2001-06,2025-12,ACTIVE,Other,Professional,514,2,24.517808219178082
Winning BLW Group,Vice President,2020-11,2025-12,ACTIVE,Other,Management,515,1,5.0849315068493155
iCore,CFO,2014-06,2023-04,INACTIVE,Other,Management,516,5,8.838356164383562
Imperia Pizza,Chief Financial Officer,2012-09,2014-06,INACTIVE,Other,Management,516,5,1.747945205479452
Iveco Capital,Group Financial Controller,2011-07,2012-09,INACTIVE,Other,Lead,516,5,1.1726027397260275
